run,estimator,bias,variance,mse,fstat,num_instruments,strength
1,OLS,5.418463965622069,0.08955536766163308,29.449307114406473,10000.0,125,0.1
1,2SLS,1.4551271126164664,0.10252106382821899,2.2199159776997535,7.909186906394157,125,0.1
1,UJIVE1,0.21776521684749217,0.13406377167482542,0.1814854613434607,48.63067709356959,125,0.1
1,UJIVE2,0.21595304654457137,0.13418966776453253,0.18082538607641435,48.550143149899306,125,0.1
1,JIVE1,-0.08780420015012462,0.07548313202812354,0.08319270959212668,10000.0,125,0.1
1,JIVE2,0.17251580487101245,0.12931034371783323,0.1590720466481265,46.48095554169342,125,0.1
1,HFUL,0.12429070223233021,0.07066412990060227,0.08611230856200805,10000.0,125,0.1
1,SJIVE,0.09256261501202363,0.0817277530963336,0.09029559079419766,10000.0,125,0.1
2,OLS,5.467245460582066,0.07965969100483701,29.970432617260048,10000.0,125,0.1
2,2SLS,1.1719798175550065,0.12895844677530863,1.5024951395315749,7.708356566205536,125,0.1
2,UJIVE1,-0.19230564778532774,0.19399666400572252,0.230978126175857,32.064175363224734,125,0.1
2,UJIVE2,-0.1952863347315819,0.1946128736001387,0.23274962613303418,31.955884588893344,125,0.1
2,JIVE1,-0.40059013700796076,0.192760732706213,0.3532331905742697,10000.0,125,0.1
2,JIVE2,-0.23714477400826572,0.19324366250113534,0.2494813063405668,30.469739864513564,125,0.1
2,HFUL,0.0006605822803711359,0.17742028775180413,0.1774207241207533,10000.0,125,0.1
2,SJIVE,-0.026203755204220646,0.20416570999138103,0.20485234677818376,10000.0,125,0.1
3,OLS,5.472574740122228,0.14517609379038593,30.094250380014252,10000.0,125,0.1
3,2SLS,1.4054802064519163,0.3343370293679608,2.309711640096082,7.8281167525892,125,0.1
3,UJIVE1,0.12273708429977455,0.477418925405106,0.49248331726751593,49.03423679447832,125,0.1
3,UJIVE2,0.12591908518245626,0.4773648621916203,0.49322047820480697,49.17702572039598,125,0.1
3,JIVE1,-0.0739131121178536,0.3076685373439912,0.3131316854869376,10000.0,125,0.1
