run,estimator,bias,variance,mse,fstat,num_instruments,strength
1,OLS,5.729335684400442,0.11832941115616344,32.94361679570045,10000.0,111,0.1
1,2SLS,1.534571639046762,0.3780722662148575,2.732982381581524,8.104153755127093,111,0.1
1,UJIVE1,0.3217508869524718,0.6430071023609588,0.7465307356156612,60.421721667520025,111,0.1
1,UJIVE2,0.3250270219097739,0.6410595833549484,0.746702148326485,60.55680713117083,111,0.1
1,JIVE1,0.1337785533108313,0.4855639047876993,0.5034606061136383,10000.0,111,0.1
1,JIVE2,0.26377145897971094,0.6354246715806563,0.7050000541529415,57.41855850481661,111,0.1
1,HFUL,0.3095312111254425,0.4199996149032743,0.5158091855640576,10000.0,111,0.1
1,SJIVE,0.26424282506793,0.42846214604175853,0.4982864166416392,10000.0,111,0.1
2,OLS,5.70186056640543,0.06296725606984174,32.57418117479911,10000.0,111,0.1
2,2SLS,1.2399530208347354,0.30803672564236295,1.8455202195195486,7.742544405737883,111,0.1
2,UJIVE1,-0.10780832639849007,0.6090825239668447,0.6207051592076881,38.93271302389413,111,0.1
2,UJIVE2,-0.10647851528457912,0.6024683725791004,0.6138060467963088,38.895085293165664,111,0.1
2,JIVE1,-0.25454233664270953,0.4723421245801397,0.5371339257236702,10000.0,111,0.1
2,JIVE2,-0.16796606493297944,0.5960454442104365,0.6242580431795063,36.54134616345705,111,0.1
2,HFUL,-0.08603004119503177,0.5538751316709897,0.5612762996590086,10000.0,111,0.1
2,SJIVE,-0.11479474464164523,0.6140509096277351,0.6272287430250756,10000.0,111,0.1
3,OLS,5.813914799476765,0.13110135160206265,33.93270664717702,10000.0,111,0.1
3,2SLS,1.2462422291454067,0.18824448876165875,1.741364182466971,7.4494368891916185,111,0.1
3,UJIVE1,-0.1610067280653957,0.31003489714305116,0.3359580636253754,32.48651170107151,111,0.1
3,UJIVE2,-0.16432793853591807,0.30644218480395924,0.33344585618742373,32.33765472607986,111,0.1
3,JIVE1,-0.2919557470455259,0.35094907168977396,0.43618722992268505,10000.0,111,0.1
3,JIVE2,-0.24165804012224043,0.29511463908810137,0.35351324744382373,29.63056158603907,111,0.1
3,HFUL,-0.015215191436759378,0.23774430385927187,0.23797580590972908,10000.0,111,0.1
3,SJIVE,-0.020413919152669036,0.261844541336309,0.26226126943148076,10000.0,111,0.1
4,OLS,5.680446172603433,0.04550198307106317,32.312970702916054,10000.0,111,0.1
4,2SLS,1.19296225613201,0.15926528670715165,1.582424231262727,7.790452981188388,111,0.1
4,UJIVE1,-0.13260352921452684,0.2676945954677591,0.28527829142790695,33.99414206185881,111,0.1
4,UJIVE2,-0.13468221838350192,0.26767358143748055,0.28581288138618177,33.91870422443088,111,0.1
4,JIVE1,-0.2723471580366787,0.14011520005030043,0.21428817454095608,10000.0,111,0.1
4,JIVE2,-0.19782191009743633,0.2623318465551217,0.30146535466971985,31.608580029684095,111,0.1
4,HFUL,-0.15873456170606887,0.23459302944994737,0.25978969052996514,10000.0,111,0.1
4,SJIVE,-0.16537143258012993,0.22269544082181034,0.2500431515354148,10000.0,111,0.1
5,OLS,5.726424220055289,0.06800863089053585,32.85994297892636,10000.0,111,0.1
5,2SLS,1.259337941129368,0.06995634095372158,1.6558883909216768,8.020560022366114,111,0.1
5,UJIVE1,-0.029537264321722434,0.1530883684520804,0.1539608184356917,35.30481884445261,111,0.1
5,UJIVE2,-0.032506680845729365,0.15290839060144337,0.1539650749010495,35.20639611350013,111,0.1
5,JIVE1,-0.2002821070374483,0.10136417375262148,0.14147709615198137,10000.0,111,0.1
5,JIVE2,-0.08892618259288838,0.15948375944462373,0.16739162539516744,33.23809371874428,111,0.1
5,HFUL,-0.00541010931250383,0.17304462158592204,0.17307389086869526,10000.0,111,0.1
5,SJIVE,-0.067660157258889,0.17478772897151457,0.17936562585181215,10000.0,111,0.1
6,OLS,5.719635640501349,0.08716080030519688,32.80139266039846,10000.0,111,0.1
6,2SLS,1.3734514749376998,0.2007689671299199,2.0871379211384635,7.897909793327861,111,0.1
6,UJIVE1,0.08914269994502813,0.315244911064448,0.32319133201793726,43.776294763968565,111,0.1
6,UJIVE2,0.08911684249428897,0.3082656333707304,0.31620744498688225,43.67369855586093,111,0.1
6,JIVE1,-0.08259889163771236,0.2506925295382653,0.25751510643804393,10000.0,111,0.1
6,JIVE2,0.020036645626321393,0.3053279664973281,0.3057294336652828,40.83298713921593,111,0.1
6,HFUL,0.11287450195730706,0.16857338297787366,0.1813140361699838,10000.0,111,0.1
6,SJIVE,0.11525973123868065,0.1765024316005221,0.18978723724573504,10000.0,111,0.1
7,OLS,5.6552085902099485,0.09097389275760687,32.072358091542,10000.0,111,0.1
7,2SLS,1.36508800469536,0.13223067041009873,1.9956959309732578,8.230329792796635,111,0.1
7,UJIVE1,0.13998865406713695,0.1655075954682025,0.18510441873573108,43.80487947298571,111,0.1
7,UJIVE2,0.14115332245119286,0.16162044841144246,0.18154470885045287,43.80905141469529,111,0.1
7,JIVE1,-0.15974114394754726,0.13556873674223097,0.16108596981190199,10000.0,111,0.1
7,JIVE2,0.08238539757586141,0.15407309692559787,0.1608604506593306,41.24658753186914,111,0.1
